Model	F1-score	Precision	Recall	Accuracy	AUPRC
stacked_bilstm_ELMoFalse_[14, 14, 14]	0.6646212802156289	0.6872297225131184	0.6498266382155656	0.6686899536632717	0.7077395865329956
