Model	F1-score	Precision	Recall	Accuracy	AUPRC
stacked_bilstm_ELMoTrue_[14, 14, 14]	0.7504158533149418	0.7069239414279757	0.7998965062125345	0.7291640158250855	0.7947038118581283
